data.programNumber,value_beneficiary
93.763,Quasi-public nonprofit organization
93.763,State
93.763,Local
93.763,Sponsored organization
93.763,Public nonprofit institution/organization
93.763,Other public institution/organization
93.360,Federal
93.360,U.S. Territories
93.360,Individual/Family
93.360,Minority group
93.360,Profit organization
93.360,Private nonprofit institution/organization
93.360,Quasi-public nonprofit organization
93.360,Other private institution/organization
93.360,Anyone/general public
93.360,Native American Organizations
93.360,State
93.360,Local
93.360,Public nonprofit institution/organization
93.360,Other public institution/organization
93.360,Federally Recognized Indian Tribal Governments
11.012,Federal
11.012,U.S. Territories
11.012,Individual/Family
11.012,Minority group
11.012,"Specialized group (e.g. health professionals, students, veterans)"
11.012,Small business
11.012,Profit organization
11.012,Private nonprofit institution/organization
11.012,Quasi-public nonprofit organization
11.012,Other private institution/organization
11.012,Anyone/general public
11.012,Interstate
11.012,Native American Organizations
11.012,Health Professional
11.012,Education Professional
11.012,Student/Trainee
11.012,Graduate Student
11.012,Scientist/Researchers
11.012,Artist/Humanist
11.012,Engineer/Architect
11.012,Builder/Contractor/Developer
11.012,Farmer/Rancher/Agriculture Producer
11.012,Intrastate
11.012,Industrialist/ Business person
11.012,Small Business Person
11.012,Consumer
11.012,Homeowner
11.012,Land/Property Owner
11.012,Black
11.012,American Indian
11.012,Spanish Origin
11.012,Asian
11.012,Other Non-White
11.012,State
11.012,Migrant
11.012,U.S. Citizen
11.012,Refugee/Alien
11.012,Veteran/Service person/Reservist (including dependents
11.012,Women
11.012,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
11.012,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
11.012,Mentally Disabled
11.012,Drug Addict
11.012,Alcoholic
11.012,Local
11.012,Juvenile Delinquent
11.012,Preschool
11.012,School
11.012,Infant (0-5)
11.012,Child (6-15)
11.012,Youth (16-21)
11.012,Senior Citizen (60+)
11.012,Unemployed
11.012,Welfare Recipient
11.012,Pension Recipient
11.012,Sponsored organization
11.012,Moderate Income
11.012,Low Income
11.012,"Major Metropolis (over 250,000)"
11.012,Other Urban
11.012,Suburban
11.012,Rural
11.012,Education (0-8)
11.012,Education (9-12)
11.012,Education (13+)
11.012,Public nonprofit institution/organization
11.012,Other public institution/organization
11.012,Federally Recognized Indian Tribal Governments
93.826,Federal
93.826,Health Professional
93.826,Sponsored organization
93.826,Public nonprofit institution/organization
93.826,Other public institution/organization
10.766,Individual/Family
10.766,Student/Trainee
10.766,Graduate Student
10.766,Farmer/Rancher/Agriculture Producer
10.766,Black
10.766,American Indian
10.766,Spanish Origin
10.766,Asian
10.766,Other Non-White
10.766,Migrant
10.766,U.S. Citizen
10.766,Veteran/Service person/Reservist (including dependents
10.766,Women
10.766,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
10.766,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
10.766,Mentally Disabled
10.766,Drug Addict
10.766,Alcoholic
10.766,Juvenile Delinquent
10.766,Preschool
10.766,School
10.766,Infant (0-5)
10.766,Child (6-15)
10.766,Youth (16-21)
10.766,Senior Citizen (60+)
10.766,Unemployed
10.766,Welfare Recipient
10.766,Pension Recipient
10.766,Moderate Income
10.766,Low Income
10.766,Rural
10.766,Education (0-8)
10.766,Education (9-12)
10.766,Education (13+)
93.138,U.S. Territories
93.138,Native American Organizations
98.007,Private nonprofit institution/organization
98.012,State
93.817,State
10.566,U.S. Territories
10.566,Individual/Family
10.566,Anyone/general public
10.420,Private nonprofit institution/organization
10.420,Low Income
10.420,Rural
10.420,Public nonprofit institution/organization
10.968,Farmer/Rancher/Agriculture Producer
11.011,Federal
11.011,U.S. Territories
11.011,Individual/Family
11.011,Minority group
11.011,"Specialized group (e.g. health professionals, students, veterans)"
11.011,Small business
11.011,Profit organization
11.011,Private nonprofit institution/organization
11.011,Quasi-public nonprofit organization
11.011,Other private institution/organization
11.011,Anyone/general public
11.011,Interstate
11.011,Native American Organizations
11.011,Health Professional
11.011,Education Professional
11.011,Student/Trainee
11.011,Graduate Student
11.011,Scientist/Researchers
11.011,Artist/Humanist
11.011,Engineer/Architect
11.011,Builder/Contractor/Developer
11.011,Farmer/Rancher/Agriculture Producer
11.011,Intrastate
11.011,Industrialist/ Business person
11.011,Small Business Person
11.011,Consumer
11.011,Homeowner
11.011,Land/Property Owner
11.011,Black
11.011,American Indian
11.011,Spanish Origin
11.011,Asian
11.011,Other Non-White
11.011,State
11.011,Migrant
11.011,U.S. Citizen
11.011,Refugee/Alien
11.011,Veteran/Service person/Reservist (including dependents
11.011,Women
11.011,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
11.011,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
11.011,Mentally Disabled
11.011,Drug Addict
11.011,Alcoholic
11.011,Local
11.011,Juvenile Delinquent
11.011,Preschool
11.011,School
11.011,Infant (0-5)
11.011,Child (6-15)
11.011,Youth (16-21)
11.011,Senior Citizen (60+)
11.011,Unemployed
11.011,Welfare Recipient
11.011,Pension Recipient
11.011,Sponsored organization
11.011,Moderate Income
11.011,Low Income
11.011,"Major Metropolis (over 250,000)"
11.011,Other Urban
11.011,Suburban
11.011,Rural
11.011,Education (0-8)
11.011,Education (9-12)
11.011,Education (13+)
11.011,Public nonprofit institution/organization
11.011,Other public institution/organization
11.011,Federally Recognized Indian Tribal Governments
10.950,Federal
10.950,U.S. Territories
10.950,Anyone/general public
10.950,Farmer/Rancher/Agriculture Producer
10.950,Consumer
10.950,State
10.950,Rural
10.950,Public nonprofit institution/organization
10.951,Anyone/general public
10.962,Private nonprofit institution/organization
10.962,Public nonprofit institution/organization
10.962,Other public institution/organization
10.606,Minority group
10.606,Farmer/Rancher/Agriculture Producer
10.606,Small Business Person
10.606,Small business
10.606,Land/Property Owner
10.606,Rural
10.606,State
10.606,Public nonprofit institution/organization
10.606,Other public institution/organization
10.612,School
10.612,Education (0-8)
10.612,State
10.612,Public nonprofit institution/organization
10.612,Rural
10.612,Other public institution/organization
10.612,Farmer/Rancher/Agriculture Producer
93.670,Individual/Family
93.670,Infant (0-5)
93.670,Child (6-15)
93.670,Youth (16-21)
21.030,Local
21.030,Federally Recognized Indian Tribal Governments
21.030,U.S. Territories
21.031,Profit organization
21.031,Other private institution/organization
21.031,Small business
21.031,Private nonprofit institution/organization
21.032,Local
21.032,Federally Recognized Indian Tribal Governments
21.032,U.S. Territories
10.610,U.S. Territories
10.610,Small business
10.610,Profit organization
10.610,Farmer/Rancher/Agriculture Producer
10.610,Small Business Person
10.610,Federally Recognized Indian Tribal Governments
14.912,Federal
14.912,State
14.912,Local
10.603,Farmer/Rancher/Agriculture Producer
10.603,Industrialist/ Business person
66.801,U.S. Territories
66.801,Interstate
66.801,State
66.708,Interstate
66.708,Intrastate
66.708,State
66.708,Local
66.708,Public nonprofit institution/organization
66.708,Other public institution/organization
66.708,Federally Recognized Indian Tribal Governments
66.708,U.S. Territories
66.708,Small business
66.708,Profit organization
66.708,Private nonprofit institution/organization
66.708,Quasi-public nonprofit organization
66.708,Other private institution/organization
66.708,Anyone/general public
66.708,Student/Trainee
66.708,Graduate Student
66.708,Scientist/Researchers
66.708,Industrialist/ Business person
66.708,Small Business Person
66.708,School
10.179,Federally Recognized Indian Tribal Governments
10.179,Native American Organizations
10.179,American Indian
10.179,Federal
10.179,Local
10.179,Public nonprofit institution/organization
10.179,Individual/Family
66.038,Federally Recognized Indian Tribal Governments
66.001,
66.032,State
66.032,Local
66.032,Public nonprofit institution/organization
66.032,Federally Recognized Indian Tribal Governments
66.032,U.S. Territories
66.032,Individual/Family
66.032,"Specialized group (e.g. health professionals, students, veterans)"
66.032,Private nonprofit institution/organization
66.032,Anyone/general public
66.032,Homeowner
66.032,Low Income
10.190,Local
10.190,Public nonprofit institution/organization
10.190,Other public institution/organization
10.190,Federally Recognized Indian Tribal Governments
10.190,Individual/Family
10.190,Minority group
10.190,"Specialized group (e.g. health professionals, students, veterans)"
10.190,Small business
10.190,Profit organization
10.190,Private nonprofit institution/organization
10.190,Anyone/general public
10.190,Native American Organizations
10.190,Farmer/Rancher/Agriculture Producer
10.190,Small Business Person
10.190,Consumer
10.190,Black
10.190,American Indian
10.190,Spanish Origin
10.190,Asian
10.190,Other Non-White
10.190,Migrant
10.190,U.S. Citizen
10.190,Refugee/Alien
10.190,Women
10.190,School
10.190,Moderate Income
10.190,Low Income
10.190,"Major Metropolis (over 250,000)"
10.190,Other Urban
10.190,Suburban
10.190,Rural
66.034,State
66.034,Local
66.034,Public nonprofit institution/organization
66.034,Federally Recognized Indian Tribal Governments
66.034,U.S. Territories
66.034,Private nonprofit institution/organization
66.034,Native American Organizations
66.045,Interstate
66.045,Intrastate
66.045,State
66.045,Local
66.045,Sponsored organization
66.045,Public nonprofit institution/organization
66.045,Other public institution/organization
66.045,Federally Recognized Indian Tribal Governments
66.045,U.S. Territories
66.045,Individual/Family
66.045,Minority group
66.045,"Specialized group (e.g. health professionals, students, veterans)"
66.045,Small business
66.045,Profit organization
66.045,Private nonprofit institution/organization
66.045,Quasi-public nonprofit organization
66.045,Other private institution/organization
66.045,Anyone/general public
66.045,Native American Organizations
66.044,
66.040,Interstate
66.040,State
66.040,Local
66.040,Sponsored organization
66.040,Public nonprofit institution/organization
66.040,Other public institution/organization
66.040,Federally Recognized Indian Tribal Governments
66.040,U.S. Territories
66.040,Individual/Family
66.040,Minority group
66.040,"Specialized group (e.g. health professionals, students, veterans)"
66.040,Small business
66.040,Profit organization
66.040,Private nonprofit institution/organization
66.040,Quasi-public nonprofit organization
66.040,Other private institution/organization
66.040,Anyone/general public
66.040,Native American Organizations
66.040,Intrastate
66.039,Interstate
66.039,Intrastate
66.039,State
66.039,Local
66.039,Public nonprofit institution/organization
66.039,Other public institution/organization
